      5,594,419  GC Heap bytes
         63,830  GC Heap objects

   Object Bytes     Count  Type
             24         1  System.Configuration.Internal.InternalConfigHost  [System.Configuration.ConfigurationManager.dll]
             24         1  []c<System.Char>  [System.Private.CoreLib.dll]
             24         1  EmptyCollectionEnumerator  [System.Configuration.ConfigurationManager.dll]
             24         1  System.Collections.Generic.GenericComparer<System.String>  [System.Private.CoreLib.dll]
             24         1  []c<System.Reflection.PropertyInfo>  [System.Linq.dll]
             24         1  System.Collections.Generic.GenericArraySortHelper<System.Int32>  [System.Private.CoreLib.dll]
             24         1  KeyList<System.Int32,System.Windows.Threading.PriorityChain<System.Windows.Threading.DispatcherOperation>>  [System.Collections.dll]
             24         1  System.Collections.Concurrent.ConcurrentQueue<System.Object>[]  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.GenericArraySortHelper<System.IO.Packaging.PackUriHelper+ValidatedPartUri>  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.ObjectEqualityComparer<System.Object>  [System.Private.CoreLib.dll]
             24         1  AssemblyLoadHandler  [System.Xaml.dll]
             24         1  System.Collections.Generic.ObjectEqualityComparer<System.Type>  [System.Private.CoreLib.dll]
             24         1  []c<System.Byte>  [System.Private.CoreLib.dll]
             24         1  System.Collections.ObjectModel.ReadOnlyCollection<System.Xaml.XamlMember>  [System.Private.CoreLib.dll]
             24         1  System.Xaml.XamlMember[]  [System.Xaml.dll]
             24         1  System.Reflection.MethodInfo[]  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.ObjectEqualityComparer<System.Xaml.XamlDirective>  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.ObjectEqualityComparer<System.Xaml.Schema.ReferenceEqualityTuple<System.Reflection.MemberInfo,System.Reflection.MemberInfo>>  [System.Private.CoreLib.dll]
             24         1  System.Windows.Diagnostics.ResourceDictionaryInfo[]  [PresentationFramework.dll]
             24         1  KeyList<System.IO.Packaging.PackUriHelper+ValidatedPartUri,System.IO.Packaging.PackagePart>  [System.Collections.dll]
             24         1  System.Windows.NestedBamlLoadInfo[]  [PresentationFramework.dll]
             24         1  System.Collections.Generic.ObjectEqualityComparer<System.Xaml.Schema.ReferenceEqualityTuple<System.Type,System.Xaml.XamlType,System.Type>>  [System.Private.CoreLib.dll]
             24         1  System.Windows.DeferrableContentConverter  [PresentationFramework.dll]
             24         1  System.Xaml.AmbientPropertyValue[]  [System.Xaml.dll]
             24         1  FinalizationHelper<System.Object>  [System.Private.CoreLib.dll]
             24         1  ValueList<System.Int32,System.Windows.Threading.PriorityChain<System.Windows.Threading.DispatcherOperation>>  [System.Collections.dll]
             24         1  SwitchBlade.Services.RegistrySettingsStorage  [SwitchBlade.dll]
             24         1  SwitchBlade.Services.WindowsStartupManager  [SwitchBlade.dll]
             24         1  System.Text.Json.Serialization.Metadata.ReflectionEmitMemberAccessor  [System.Text.Json.dll]
             24         1  []c__6<System.ValueTuple<System.String,System.Type,System.Reflection.MemberInfo>,System.Func<System.Object>>  [System.Text.Json.dll]
             24         1  []c__DisplayClass34_0<System.Collections.Generic.List<System.String>>  [System.Text.Json.dll]
             24         1  System.Collections.Generic.GenericEqualityComparer<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceCacheKey>  [System.Private.CoreLib.dll]
             24         1  SwitchBlade.Services.WpfApplicationResourceHandler  [SwitchBlade.dll]
             24         1  System.Collections.Generic.GenericArraySortHelper<System.UInt32>  [System.Private.CoreLib.dll]
             24         1  System.WeakReference<System.Windows.Forms.ToolStrip>  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.ObjectEqualityComparer<System.Windows.Forms.Control>  [System.Private.CoreLib.dll]
             24         1  System.Windows.Forms.FlowLayoutSettings  [System.Windows.Forms.dll]
             24         1  System.Collections.Generic.GenericEqualityComparer<System.Windows.Media.PixelFormat>  [System.Private.CoreLib.dll]
             24         1  System.Collections.ObjectModel.ReadOnlyCollection<System.Windows.Media.Imaging.BitmapFrame>  [System.Private.CoreLib.dll]
             24         1  ToolToTipDictionary  [System.Windows.Forms.dll]
             24         1  System.Windows.Forms.ScreenDcCache  [System.Windows.Forms.dll]
             24         1  System.WeakReference<System.ComponentModel.IComponent>  [System.Private.CoreLib.dll]
             24         1  SwitchBlade.Contracts.PluginContext  [SwitchBlade.Contracts.dll]
             24         1  SwitchBlade.Services.IconService  [SwitchBlade.dll]
             24         1  System.Collections.Generic.ObjectEqualityComparer<SwitchBlade.Contracts.IWindowProvider>  [System.Private.CoreLib.dll]
             24         1  SwitchBlade.Core.WindowSearchService  [SwitchBlade.dll]
             24         1  SwitchBlade.Services.NavigationService  [SwitchBlade.dll]
             24         1  SwitchBlade.Services.WpfDispatcherService  [SwitchBlade.dll]
             24         1  System.Windows.SizeToContent  [PresentationCore.dll]
             24         1  System.Windows.WindowBackdropType  [PresentationFramework.dll]
             24         1  System.Windows.Input.InputMethodState  [PresentationCore.dll]
             24         1  System.Windows.Input.ImeConversionModeValues  [PresentationCore.dll]
             24         1  System.Windows.Input.ImeSentenceModeValues  [PresentationCore.dll]
             24         1  System.Collections.Generic.ObjectEqualityComparer<System.Windows.RoutedEvent>  [System.Private.CoreLib.dll]
             24         1  System.Windows.Media.CachingHint  [PresentationCore.dll]
             24         1  System.Windows.FontStretch  [PresentationCore.dll]
             24         1  System.Windows.FontFraction  [PresentationCore.dll]
             24         1  System.Windows.FontVariants  [PresentationCore.dll]
             24         1  System.Windows.FontCapitals  [PresentationCore.dll]
             24         1  System.Windows.FontNumeralStyle  [PresentationCore.dll]
             24         1  System.Windows.FontNumeralAlignment  [PresentationCore.dll]
             24         1  System.Windows.FontEastAsianWidths  [PresentationCore.dll]
             24         1  System.Windows.FontEastAsianLanguage  [PresentationCore.dll]
             24         1  System.Windows.Media.TextFormattingMode  [WindowsBase.dll]
             24         1  MS.Internal.SecurityCriticalDataClass<System.Windows.Input.TextServicesManager>  [WindowsBase.dll]
             24         1  System.Windows.Controls.Primitives.PopupAnimation  [PresentationFramework.dll]
             24         1  System.Xaml.MS.Impl.PositionalParameterDescriptor[]  [System.Xaml.dll]
             24         1  System.Collections.Generic.ObjectEqualityComparer<System.Windows.Data.BindingGroup>  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.ObjectEqualityComparer<System.Windows.Data.BindingExpressionBase>  [System.Private.CoreLib.dll]
             24         1  MS.Internal.Data.ValueTable  [PresentationFramework.dll]
             24         1  System.Windows.BaselineAlignment  [PresentationCore.dll]
             24         1  System.Windows.TextAlignment  [PresentationCore.dll]
             24         1  System.Windows.LineStackingStrategy  [PresentationFramework.dll]
             24         1  System.Windows.Controls.CharacterCasing  [PresentationFramework.dll]
             24         1  System.Windows.Automation.AutomationLiveSetting  [PresentationCore.dll]
             24         1  System.Windows.Shell.ResizeGripDirection  [PresentationFramework.dll]
             24         1  System.Windows.Shell.NonClientFrameEdges  [PresentationFramework.dll]
             24         1  System.Collections.Generic.ObjectEqualityComparer<System.Reflection.Assembly>  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.GenericEqualityComparer<MS.Internal.Data.DataBindEngine+ValueConverterTableKey>  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.ObjectEqualityComparer<System.Windows.Dependent>  [System.Private.CoreLib.dll]
             24         1  MS.Internal.ComponentModel.PropertyDescriptorComparer  [WindowsBase.dll]
             24         1  System.Reflection.PropertyInfo[]  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.ObjectEqualityComparer<System.Windows.DependencyObject>  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.ObjectEqualityComparer<System.Windows.Media.ICompositionTarget>  [System.Private.CoreLib.dll]
             24         1  System.Windows.Media.Animation.FillBehavior  [PresentationCore.dll]
             24         1  System.Collections.Generic.GenericEqualityComparer<System.UInt32>  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.ObjectEqualityComparer<MS.Internal.DpiUtil+HwndDpiInfo>  [System.Private.CoreLib.dll]
             24         1  Microsoft.Windows.Themes.KnownTypeHelper  [PresentationFramework.Aero2.dll]
             24         1  System.Windows.Controls.OverflowMode  [PresentationFramework.dll]
             24         1  KeyCollection<MS.Internal.DpiUtil+HwndDpiInfo,MS.Internal.SecurityCriticalDataClass<MS.Win32.HwndWrapper>>  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.GenericEqualityComparer<System.Xaml.XamlMember>  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.ObjectEqualityComparer<System.Windows.Baml2006.KeyRecord>  [System.Private.CoreLib.dll]
             24         1  System.Windows.Markup.SetterTriggerConditionValueConverter  [PresentationFramework.dll]
             24         1  System.Windows.TextMarkerStyle  [PresentationCore.dll]
             24         1  System.Windows.FigureHorizontalAnchor  [PresentationFramework.dll]
             24         1  System.Windows.FigureVerticalAnchor  [PresentationFramework.dll]
             24         1  System.Windows.Controls.SpellingReform  [PresentationFramework.dll]
             24         1  DictionaryCollectionFactory  [PresentationFramework.dll]
             24         1  System.Windows.CornerRadiusConverter  [PresentationFramework.dll]
             24         1  System.Windows.Media.FontFamilyConverter  [PresentationCore.dll]
             24         1  System.Windows.TemplateContentLoader  [PresentationFramework.dll]
             24         1  System.Windows.Media.ColorConverter  [PresentationCore.dll]
             24         1  System.Windows.FrameworkContextData  [PresentationFramework.dll]
             24         1  System.Windows.Controls.SelectionMode  [PresentationFramework.dll]
             24         1  System.Windows.Controls.GroupStyle[]  [PresentationFramework.dll]
             24         1  Changer  [PresentationFramework.dll]
             24         1  System.Xaml.Replacements.TypeTypeConverter  [System.Xaml.dll]
             24         1  System.ComponentModel.StringConverter  [System.ComponentModel.TypeConverter.dll]
             24         1  System.Windows.Documents.TextTreeRootTextBlock  [PresentationFramework.dll]
             24         1  System.Windows.Controls.DeferredRunTextReference  [PresentationFramework.dll]
             24         1  BaseValueWeakReference  [WindowsBase.dll]
             24         1  MS.Internal.SecurityCriticalDataClass<System.Windows.Interop.HwndMouseInputProvider>  [WindowsBase.dll]
             24         1  MS.Internal.SecurityCriticalDataClass<System.Windows.Interop.HwndKeyboardInputProvider>  [WindowsBase.dll]
             24         1  MS.Internal.SecurityCriticalDataClass<System.Windows.Input.StylusWisp.WispLogic>  [WindowsBase.dll]
             24         1  System.Windows.Input.RawStylusInputReport[]  [PresentationCore.dll]
             24         1  System.Collections.Generic.ObjectEqualityComparer<System.Windows.Input.StylusDeviceBase>  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.GenericEqualityComparer<MS.Internal.DpiScale2>  [System.Private.CoreLib.dll]
             24         1  StylusStatistics  [PresentationCore.dll]
             24         1  MS.Internal.SecurityCriticalDataClass<System.Windows.Input.StylusLogic>  [WindowsBase.dll]
             24         1  System.Windows.Input.StylusPlugIns.StylusPlugInCollection[]  [PresentationCore.dll]
             24         1  MS.Internal.SecurityCriticalDataClass<System.Windows.Interop.IStylusInputProvider>  [WindowsBase.dll]
             24         1  MS.Internal.SecurityCriticalDataClass<System.Windows.Interop.HwndAppCommandInputProvider>  [WindowsBase.dll]
             24         1  System.Windows.OleServicesContext  [PresentationCore.dll]
             24         1  System.Collections.Generic.ObjectEqualityComparer<System.Windows.Threading.DispatcherTimer>  [System.Private.CoreLib.dll]
             24         1  System.Windows.Controls.ValidationError[]  [PresentationFramework.dll]
             24         1  MS.Internal.ObservableCollectionDefaultValueFactory<System.Windows.VisualStateGroup>  [WindowsBase.dll]
             24         1  System.Windows.VisualStateGroup[]  [PresentationFramework.dll]
             24         1  MS.Internal.FontCache.FontSourceCollectionFactory  [PresentationCore.dll]
             24         1  MS.Internal.FontCache.FontSourceFactory  [PresentationCore.dll]
             24         1  System.Collections.Generic.GenericEqualityComparer<System.Double>  [System.Private.CoreLib.dll]
             24         1  System.Collections.Generic.GenericEqualityComparer<System.Char>  [System.Private.CoreLib.dll]
             24         1  MS.Internal.Shaping.GlyphingCache  [PresentationCore.dll]
